Video,Timestamp(ms),MatchedName,Confidence
Transcodes/IMG_298.mp4,13480,Jojo,100.0
Transcodes/IMG_298.mp4,13480,Kari,100.0
Transcodes/IMG_298.mp4,13980,Jojo,100.0
Transcodes/IMG_298.mp4,13980,Millie,100.0
Transcodes/IMG_298.mp4,13980,Kari,100.0
Transcodes/IMG_298.mp4,14481,Jojo,100.0
Transcodes/IMG_298.mp4,14481,Millie,100.0
Transcodes/IMG_298.mp4,14481,Kari,100.0
Transcodes/IMG_298.mp4,14981,Jojo,100.0
Transcodes/IMG_298.mp4,14981,Millie,100.0
Transcodes/IMG_298.mp4,14981,Kari,100.0
Transcodes/IMG_298.mp4,15482,Millie,100.0
Transcodes/IMG_298.mp4,15482,Jojo,100.0
Transcodes/IMG_298.mp4,15482,Kari,100.0
Transcodes/IMG_298.mp4,15982,Jojo,100.0
Transcodes/IMG_298.mp4,15982,Millie,100.0
Transcodes/IMG_298.mp4,15982,Kari,100.0
Transcodes/IMG_298.mp4,16483,Jojo,100.0
Transcodes/IMG_298.mp4,16483,Millie,100.0
Transcodes/IMG_298.mp4,16483,Tom,100.0
Transcodes/IMG_298.mp4,16483,Kari,100.0
Transcodes/IMG_298.mp4,16983,Jojo,100.0
Transcodes/IMG_298.mp4,16983,Millie,100.0
Transcodes/IMG_298.mp4,16983,Kari,100.0
Transcodes/IMG_298.mp4,17484,Jojo,100.0
Transcodes/IMG_298.mp4,17484,Millie,100.0
Transcodes/IMG_298.mp4,17484,Kari,100.0
Transcodes/IMG_298.mp4,17984,Jojo,100.0
Transcodes/IMG_298.mp4,17984,Millie,100.0
Transcodes/IMG_298.mp4,17984,Kari,100.0
Transcodes/IMG_298.mp4,18485,Jojo,100.0
Transcodes/IMG_298.mp4,18485,Millie,100.0
Transcodes/IMG_298.mp4,18485,Kari,100.0
Transcodes/IMG_298.mp4,18985,Jojo,100.0
Transcodes/IMG_298.mp4,18985,Millie,100.0
Transcodes/IMG_298.mp4,18985,Kari,100.0
Transcodes/IMG_298.mp4,19486,Jojo,100.0
Transcodes/IMG_298.mp4,19486,Millie,100.0
Transcodes/IMG_298.mp4,19486,Kari,100.0
Transcodes/IMG_298.mp4,19986,Millie,100.0
Transcodes/IMG_298.mp4,19986,Jojo,100.0
Transcodes/IMG_298.mp4,19986,Millie,100.0
Transcodes/IMG_298.mp4,19986,Jojo,100.0
Transcodes/IMG_298.mp4,19986,Kari,100.0
Transcodes/IMG_298.mp4,20487,Jojo,100.0
Transcodes/IMG_298.mp4,20487,Millie,100.0
